"source_row"	"event_time"	"return_time"	"ack_time"	"site"	"area"	"unit"	"tag"	"description"	"priority"	"state"	"value"	"threshold"	"engineering_unit"	"source_system"	"operator"
"133"	"2026-01-15T09:24:01+08:00"	"2026-01-15T09:24:05+08:00"	"2026-01-15T09:24:02+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-SHORT_LIVED-019"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P4"	"RETURNED"	"55.08"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"134"	"2026-01-15T09:24:12+08:00"	"2026-01-15T09:24:16+08:00"	"2026-01-15T09:24:13+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-SHORT_LIVED-010"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P1"	"RETURNED"	"47.23"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"135"	"2026-01-15T09:24:23+08:00"	"2026-01-15T09:24:27+08:00"	"2026-01-15T09:24:24+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-SHORT_LIVED-008"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P2"	"RETURNED"	"61.98"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"136"	"2026-01-15T09:24:34+08:00"	"2026-01-15T09:24:38+08:00"	"2026-01-15T09:24:35+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-SHORT_LIVED-017"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P3"	"RETURNED"	"56.49"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"137"	"2026-01-15T09:24:45+08:00"	"2026-01-15T09:24:49+08:00"	"2026-01-15T09:24:46+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-SHORT_LIVED-002"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P4"	"RETURNED"	"47.91"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"138"	"2026-01-15T09:24:56+08:00"	"2026-01-15T09:25:00+08:00"	"2026-01-15T09:24:57+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	""	"SYNTHETIC-SHORT_LIVED-016"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P1"	"RETURNED"	"89.45"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"139"	"2026-01-15T09:25:07+08:00"	"2026-01-15T09:25:11+08:00"	"2026-01-15T09:25:08+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-SHORT_LIVED-005"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P2"	"RETURNED"	"63.48"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"140"	"2026-01-15T09:25:18+08:00"	"2026-01-15T09:25:22+08:00"	"2026-01-15T09:25:19+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-SHORT_LIVED-018"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P3"	"RETURNED"	"51.30"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"141"	"2026-01-15T09:25:29+08:00"	"2026-01-15T09:25:33+08:00"	"2026-01-15T09:25:30+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-SHORT_LIVED-006"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P4"	"RETURNED"	"75.83"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"142"	"2026-01-15T09:25:40+08:00"	"2026-01-15T09:25:44+08:00"	"2026-01-15T09:25:41+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-SHORT_LIVED-010"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P1"	"RETURNED"	"81.00"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"143"	"2026-01-15T09:25:51+08:00"	"2026-01-15T09:25:55+08:00"	"2026-01-15T09:25:52+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-SHORT_LIVED-020"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P2"	"RETURNED"	"88.67"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"144"	"2026-01-15T09:26:02+08:00"	"2026-01-15T09:26:06+08:00"	"2026-01-15T09:26:03+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-SHORT_LIVED-002"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P3"	"RETURNED"	"89.07"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"145"	"2026-01-15T09:26:13+08:00"	"2026-01-15T09:26:17+08:00"	"2026-01-15T09:26:14+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-SHORT_LIVED-001"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P4"	"RETURNED"	"71.97"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"146"	"2026-01-15T09:26:24+08:00"	"2026-01-15T09:26:28+08:00"	"2026-01-15T09:26:25+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-SHORT_LIVED-001"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P1"	"RETURNED"	"72.95"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"147"	"2026-01-15T09:26:35+08:00"	"2026-01-15T09:26:39+08:00"	"2026-01-15T09:26:36+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-SHORT_LIVED-011"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P2"	"RETURNED"	"58.48"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"148"	"2026-01-15T09:26:46+08:00"	"2026-01-15T09:26:50+08:00"	"2026-01-15T09:26:47+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-SHORT_LIVED-019"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P3"	"RETURNED"	"82.67"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"149"	"2026-01-15T09:26:57+08:00"	"2026-01-15T09:27:01+08:00"	"2026-01-15T09:26:58+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-SHORT_LIVED-015"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P4"	"RETURNED"	"84.28"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"150"	"2026-01-15T09:27:08+08:00"	"2026-01-15T09:27:12+08:00"	"2026-01-15T09:27:09+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-SHORT_LIVED-020"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P1"	"RETURNED"	"68.36"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"151"	"2026-01-15T09:27:19+08:00"	"2026-01-15T09:27:23+08:00"	"2026-01-15T09:27:20+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-SHORT_LIVED-022"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P2"	"RETURNED"	"72.61"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"152"	"2026-01-15T09:27:30+08:00"	"2026-01-15T09:27:34+08:00"	"2026-01-15T09:27:31+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-SHORT_LIVED-020"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P3"	"RETURNED"	"43.56"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"153"	"2026-01-15T09:27:41+08:00"	"2026-01-15T09:27:45+08:00"	"2026-01-15T09:27:42+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-SHORT_LIVED-012"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P4"	"RETURNED"	"84.99"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"154"	"2026-01-15T09:27:52+08:00"	"2026-01-15T09:27:56+08:00"	"2026-01-15T09:27:53+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-SHORT_LIVED-019"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P1"	"RETURNED"	"82.11"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"155"	"2026-01-15T09:28:03+08:00"	"2026-01-15T09:28:07+08:00"	"2026-01-15T09:28:04+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	""	"SYNTHETIC-SHORT_LIVED-010"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P2"	"RETURNED"	"75.28"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"156"	"2026-01-15T09:28:14+08:00"	"2026-01-15T09:28:18+08:00"	"2026-01-15T09:28:15+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-SHORT_LIVED-003"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P3"	"RETURNED"	"66.88"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"157"	"2026-01-15T09:28:25+08:00"	"2026-01-15T09:28:29+08:00"	"2026-01-15T09:28:26+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-SHORT_LIVED-008"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P4"	"RETURNED"	"58.98"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"158"	"2026-01-15T09:28:36+08:00"	"2026-01-15T09:28:40+08:00"	"2026-01-15T09:28:37+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-SHORT_LIVED-012"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P1"	"RETURNED"	"88.94"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"159"	"2026-01-15T09:28:47+08:00"	"2026-01-15T09:28:51+08:00"	"2026-01-15T09:28:48+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-SHORT_LIVED-018"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P2"	"RETURNED"	"56.04"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"160"	"2026-01-15T09:28:58+08:00"	"2026-01-15T09:29:02+08:00"	"2026-01-15T09:28:59+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-SHORT_LIVED-016"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P3"	"RETURNED"	"45.17"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"161"	"2026-01-15T09:29:09+08:00"	"2026-01-15T09:29:13+08:00"	"2026-01-15T09:29:10+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-SHORT_LIVED-012"	"[SYNTHETIC] SHORT_LIVED 合成报警场景"	"P4"	"RETURNED"	"53.17"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"162"	"2026-01-15T09:29:20+08:00"	""	"2026-01-15T09:30:20+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PERSISTENT-005"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"67.04"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"163"	"2026-01-15T09:29:31+08:00"	""	"2026-01-15T09:30:31+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PERSISTENT-013"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"45.79"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"164"	"2026-01-15T09:29:42+08:00"	""	"2026-01-15T09:30:42+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-PERSISTENT-014"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"87.97"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"165"	"2026-01-15T09:29:53+08:00"	""	"2026-01-15T09:30:53+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-PERSISTENT-020"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"77.61"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"166"	"2026-01-15T09:30:04+08:00"	""	"2026-01-15T09:31:04+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-PERSISTENT-023"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"80.29"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"167"	"2026-01-15T09:30:15+08:00"	""	"2026-01-15T09:31:15+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-PERSISTENT-006"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"66.28"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"168"	"2026-01-15T09:30:26+08:00"	""	"2026-01-15T09:31:26+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-PERSISTENT-009"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"79.63"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"169"	"2026-01-15T09:30:37+08:00"	""	"2026-01-15T09:31:37+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-PERSISTENT-016"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"71.32"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"170"	"2026-01-15T09:30:48+08:00"	""	"2026-01-15T09:31:48+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PERSISTENT-021"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"68.59"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"171"	"2026-01-15T09:30:59+08:00"	""	"2026-01-15T09:31:59+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-PERSISTENT-006"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"65.86"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"172"	"2026-01-15T09:31:10+08:00"	""	"2026-01-15T09:32:10+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	""	"SYNTHETIC-PERSISTENT-002"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"49.31"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"173"	"2026-01-15T09:31:21+08:00"	""	"2026-01-15T09:32:21+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-PERSISTENT-010"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"51.95"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"174"	"2026-01-15T09:31:32+08:00"	""	"2026-01-15T09:32:32+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-PERSISTENT-007"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"72.02"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"175"	"2026-01-15T09:31:43+08:00"	""	"2026-01-15T09:32:43+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PERSISTENT-002"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"47.05"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"176"	"2026-01-15T09:31:54+08:00"	""	"2026-01-15T09:32:54+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-PERSISTENT-009"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"62.91"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"177"	"2026-01-15T09:32:05+08:00"	""	"2026-01-15T09:33:05+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PERSISTENT-018"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"65.20"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"178"	"2026-01-15T09:32:16+08:00"	""	"2026-01-15T09:33:16+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-PERSISTENT-008"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"58.49"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"179"	"2026-01-15T09:32:27+08:00"	""	"2026-01-15T09:33:27+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PERSISTENT-007"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"57.94"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"180"	"2026-01-15T09:32:38+08:00"	""	"2026-01-15T09:33:38+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PERSISTENT-005"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"71.35"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"181"	"2026-01-15T09:32:49+08:00"	""	"2026-01-15T09:33:49+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-PERSISTENT-015"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"46.34"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"182"	"2026-01-15T09:33:00+08:00"	""	"2026-01-15T09:34:00+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-PERSISTENT-005"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"83.34"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"183"	"2026-01-15T09:33:11+08:00"	""	"2026-01-15T09:34:11+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-PERSISTENT-020"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"86.83"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"184"	"2026-01-15T09:33:22+08:00"	""	"2026-01-15T09:34:22+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PERSISTENT-011"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"50.39"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"185"	"2026-01-15T09:33:33+08:00"	""	"2026-01-15T09:34:33+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-PERSISTENT-008"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"63.13"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"186"	"2026-01-15T09:33:44+08:00"	""	"2026-01-15T09:34:44+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PERSISTENT-019"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"65.16"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"187"	"2026-01-15T09:33:55+08:00"	""	"2026-01-15T09:34:55+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-PERSISTENT-017"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"58.52"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"188"	"2026-01-15T09:34:06+08:00"	""	"2026-01-15T09:35:06+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PERSISTENT-019"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"44.32"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"189"	"2026-01-15T09:34:17+08:00"	""	"2026-01-15T09:35:17+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	""	"SYNTHETIC-PERSISTENT-005"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"73.62"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"190"	"2026-01-15T09:34:28+08:00"	""	"2026-01-15T09:35:28+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PERSISTENT-018"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"76.69"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"191"	"2026-01-15T09:34:39+08:00"	""	"2026-01-15T09:35:39+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-PERSISTENT-013"	"[SYNTHETIC] PERSISTENT 合成报警场景"	"P1"	"ACTIVE"	"68.43"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
